Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dressed_weight,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,gonad_weight,Instrument,lat_lon,Length,Library Name,LibraryLayout,LibrarySelection,LibrarySource,liver_weight,maturity,Organism,Platform,ReleaseDate,Sample Name,sex,ship,SRA Study,Station,store_cond,Strain,tissue,triP,weight
SRR16894086,not collected,WGS,125,356845750,PRJNA779096,SAMN23011835,Model organism or animal,169018432,CORNELL UNIVERSITY,2011-05-17,public,"fastq,sra",ncbi,ncbi.public,1.318,SRX13086828,Greenland,North America,"Greenland: 1B\, Qeqertalik",0.188,Illumina HiSeq 2500,66.83 N 52.68 W,54,QQL2011_842_14247X225_1_se,SINGLE,RANDOM,GENOMIC,0.068,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,QQL2011_842,male,AJ,SRP345309,11,not collected,not applicable,fin clips,4,1.678
SRR16894087,not collected,WGS,125,1211512375,PRJNA779096,SAMN23011763,Model organism or animal,588017387,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,2.055,SRX13086827,Greenland,North America,"Greenland: 1B\, Itivdleq",0.365,Illumina HiSeq 2500,66.5 N 53.23 W,66,ITV2011_652_14247X22_1_se,SINGLE,RANDOM,GENOMIC,0.065,5,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_652,female,AJ,SRP345309,10,not collected,not applicable,fin clips,4,2.61
SRR16894088,6,WGS,125,310588000,PRJNA779096,SAMN23011712,Model organism or animal,146927899,CORNELL UNIVERSITY,2011-04-02,public,"fastq,sra",ncbi,ncbi.public,2.42,SRX13086826,Greenland,North America,Greenland: Atlantic Peace,0.25,Illumina HiSeq 2500,64.43 N 35.23 W,68,ATP2011_117_14247X215_6_se,SINGLE,RANDOM,GENOMIC,0.17,4,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ATP2011_117,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,3.335
SRR16894089,6,WGS,125,635805125,PRJNA779096,SAMN23011821,Model organism or animal,332895368,CORNELL UNIVERSITY,2008-02-08,public,"fastq,sra",ncbi,ncbi.public,3.3,SRX13086825,Greenland,North America,"Greenland: Bredefjord\, Narsaq",0.118,Illumina HiSeq 2500,not collected,73,NAR2008_051_14247X214_6_se,SINGLE,RANDOM,GENOMIC,0.2614,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,NAR2008_051,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,3.86
SRR16894090,not collected,WGS,302,559256284,PRJNA779096,SAMN23011801,Model organism or animal,258789805,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.064,SRX13086824,Greenland,North America,"Greenland: 1C\, Kangia",0.078,NextSeq 500,65.29 N 52.02 W,51,KNG2011_435_55102_7_pe,PAIRED,RANDOM,GENOMIC,0.04,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_435,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.26
SRR16894091,not collected,WGS,125,1266142875,PRJNA779096,SAMN23011851,Model organism or animal,599050938,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,4.78,SRX13086823,Greenland,North America,Greenland: Uummannaq,0.0946,Illumina HiSeq 2500,not collected,83,UUM2010_011_14247X213_6_se,SINGLE,RANDOM,GENOMIC,0.2734,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_011,male,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,5.54
SRR16894092,5,WGS,125,403845625,PRJNA779096,SAMN23011814,Model organism or animal,197506912,CORNELL UNIVERSITY,2008-02-08,public,"fastq,sra",ncbi,ncbi.public,0.84,SRX13086822,Greenland,North America,"Greenland: Bredefjord\, Narsaq",0.0048,Illumina HiSeq 2500,not collected,49,NAR2008_035_14247X211_6_se,SINGLE,RANDOM,GENOMIC,0.0271,2,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,NAR2008_035,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,0.9
SRR16894093,7,WGS,125,629411750,PRJNA779096,SAMN23011820,Model organism or animal,333659701,CORNELL UNIVERSITY,2008-02-08,public,"fastq,sra",ncbi,ncbi.public,3.96,SRX13086821,Greenland,North America,"Greenland: Bredefjord\, Narsaq",0.0945,Illumina HiSeq 2500,not collected,79,NAR2008_050_14247X209_6_se,SINGLE,RANDOM,GENOMIC,not collected,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,NAR2008_050,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,4.44
SRR16894094,not collected,WGS,125,1404754250,PRJNA779096,SAMN23011850,Model organism or animal,697772095,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,not collected,SRX13086820,Greenland,North America,Greenland: Uummannaq,0.0593,Illumina HiSeq 2500,not collected,76,UUM2010_003_14247X208_6_se,SINGLE,RANDOM,GENOMIC,0.367,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_003,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,4.42
SRR16894095,not collected,WGS,302,630451274,PRJNA779096,SAMN23011856,Model organism or animal,293284028,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,2.9,SRX13086819,Greenland,North America,Greenland: Uummannaq,0.0677,NextSeq 500,not collected,71,UUM2010_038_55119_7_pe,PAIRED,RANDOM,GENOMIC,0.262,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_038,male,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,3.46
SRR16894096,6,WGS,125,496453750,PRJNA779096,SAMN23011818,Model organism or animal,254484968,CORNELL UNIVERSITY,2008-02-08,public,"fastq,sra",ncbi,ncbi.public,2.08,SRX13086793,Greenland,North America,"Greenland: Bredefjord\, Narsaq",0.1772,Illumina HiSeq 2500,not collected,67,NAR2008_044_14247X204_6_se,SINGLE,RANDOM,GENOMIC,0.1834,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,NAR2008_044,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,2.56
SRR16894097,6,WGS,302,1647780252,PRJNA779096,SAMN23011725,Model organism or animal,754870756,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,2.206,SRX13086818,Greenland,North America,Greenland: Buksefjord,0.172,NextSeq 500,63.76 N 51.3 W,66,BUK2011_007_55118_7_pe,PAIRED,RANDOM,GENOMIC,0.048,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_007,male,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,2.57
SRR16894098,not collected,WGS,302,278703720,PRJNA779096,SAMN23011751,Model organism or animal,132202682,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,1.522,SRX13086817,Greenland,North America,"Greenland: 1B\, Ikertoq",0.318,NextSeq 500,66.91 N 52.31 W,55,IKE2011_972_55115_7_pe,PAIRED,RANDOM,GENOMIC,0.206,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_972,female,AJ,SRP345309,13,not collected,not applicable,fin clips,4,2.268
