Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dressed_weight,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,gonad_weight,Instrument,lat_lon,Length,Library Name,LibraryLayout,LibrarySelection,LibrarySource,liver_weight,maturity,Organism,Platform,ReleaseDate,Sample Name,sex,ship,SRA Study,Station,store_cond,Strain,tissue,triP,weight
SRR16894147,not collected,WGS,125,726806375,PRJNA779096,SAMN23011761,Model organism or animal,348359487,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,2.415,SRX13086768,Greenland,North America,"Greenland: 1B\, Itivdleq",0.295,Illumina HiSeq 2500,66.5 N 53.23 W,65,ITV2011_646_14247X15_1_se,SINGLE,RANDOM,GENOMIC,0.09,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_646,male,AJ,SRP345309,10,not collected,not applicable,fin clips,4,2.955
SRR16894148,not collected,WGS,125,974218750,PRJNA779096,SAMN23011795,Model organism or animal,503285977,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.082,SRX13086767,Greenland,North America,"Greenland: 1C\, Kangia",0.16,Illumina HiSeq 2500,65.29 N 52.02 W,53,KNG2011_421_14247X149_5_se,SINGLE,RANDOM,GENOMIC,0.032,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_421,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.36
SRR16894149,not collected,WGS,125,1112646375,PRJNA779096,SAMN23011869,Model organism or animal,586406445,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,4.23,SRX13086766,Greenland,North America,Greenland: Uummannaq,0.0934,Illumina HiSeq 2500,not collected,79,UUM2010_087_14247X148_5_se,SINGLE,RANDOM,GENOMIC,0.416,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_087,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,5.24
SRR16894150,not collected,WGS,125,891338625,PRJNA779096,SAMN23011784,Model organism or animal,487182023,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,2.18,SRX13086765,Greenland,North America,"Greenland: 1C\, Kangia",0.16,Illumina HiSeq 2500,65.29 N 52.02 W,65,KNG2011_391_14247X124_4_se,SINGLE,RANDOM,GENOMIC,0.074,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_391,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,2.63
SRR16894151,6,WGS,302,2249822084,PRJNA779096,SAMN23011722,Model organism or animal,1023867059,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,1.258,SRX13086764,Greenland,North America,Greenland: Buksefjord,0.168,NextSeq 500,63.76 N 51.3 W,54,BUK2011_002_55097_7_pe,PAIRED,RANDOM,GENOMIC,0.068,4,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_002,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.574
SRR16894152,not collected,WGS,125,1121971000,PRJNA779096,SAMN23011863,Model organism or animal,617770073,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,3.9,SRX13086763,Greenland,North America,Greenland: Uummannaq,0.0838,Illumina HiSeq 2500,not collected,81,UUM2010_069_14247X122_4_se,SINGLE,RANDOM,GENOMIC,0.2166,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_069,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,4.35
SRR16894153,not collected,WGS,125,927964500,PRJNA779096,SAMN23011790,Model organism or animal,503882419,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.462,SRX13086762,Greenland,North America,"Greenland: 1C\, Kangia",0.058,Illumina HiSeq 2500,65.29 N 52.02 W,55,KNG2011_407_14247X121_4_se,SINGLE,RANDOM,GENOMIC,0.042,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_407,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.67
SRR16894154,not collected,WGS,125,1014228500,PRJNA779096,SAMN23011783,Model organism or animal,549531304,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.744,SRX13086761,Greenland,North America,"Greenland: 1C\, Kangia",0.134,Illumina HiSeq 2500,65.29 N 52.02 W,62,KNG2011_387_14247X120_4_se,SINGLE,RANDOM,GENOMIC,0.058,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_387,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,2.058
SRR16894155,not collected,WGS,125,919628500,PRJNA779096,SAMN23011789,Model organism or animal,496247618,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.194,SRX13086760,Greenland,North America,"Greenland: 1C\, Kangia",0.066,Illumina HiSeq 2500,65.29 N 52.02 W,53,KNG2011_405_14247X116_4_se,SINGLE,RANDOM,GENOMIC,0.038,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_405,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.378
SRR16894156,not collected,WGS,125,501557250,PRJNA779096,SAMN23011782,Model organism or animal,273039513,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,2.1,SRX13086759,Greenland,North America,"Greenland: 1C\, Kangia",0.47,Illumina HiSeq 2500,65.29 N 52.02 W,65,KNG2011_385_14247X115_4_se,SINGLE,RANDOM,GENOMIC,0.092,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_385,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,2.838
SRR16894157,not collected,WGS,125,1800826000,PRJNA779096,SAMN23011859,Model organism or animal,969605970,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,2.99,SRX13086758,Greenland,North America,Greenland: Uummannaq,0.0625,Illumina HiSeq 2500,not collected,75,UUM2010_054_14247X114_4_se,SINGLE,RANDOM,GENOMIC,0.254,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_054,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,3.55
SRR16894158,not collected,WGS,125,1020396250,PRJNA779096,SAMN23011788,Model organism or animal,553555693,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.17,SRX13086757,Greenland,North America,"Greenland: 1C\, Kangia",0.11,Illumina HiSeq 2500,65.29 N 52.02 W,53,KNG2011_401_14247X112_4_se,SINGLE,RANDOM,GENOMIC,0.032,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_401,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.39
SRR16894159,not collected,WGS,125,1266625375,PRJNA779096,SAMN23011867,Model organism or animal,707858316,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,3.29,SRX13086756,Greenland,North America,Greenland: Uummannaq,0.0428,Illumina HiSeq 2500,not collected,71,UUM2010_084_14247X111_4_se,SINGLE,RANDOM,GENOMIC,0.148,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_084,male,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,3.79
SRR16894160,not collected,WGS,125,1131862750,PRJNA779096,SAMN23011787,Model organism or animal,612013141,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,0.914,SRX13086755,Greenland,North America,"Greenland: 1C\, Kangia",0.212,Illumina HiSeq 2500,65.29 N 52.02 W,51,KNG2011_399_14247X109_4_se,SINGLE,RANDOM,GENOMIC,not collected,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_399,female,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.236
SRR16894161,not collected,WGS,125,496923750,PRJNA779096,SAMN23011827,Model organism or animal,237633863,CORNELL UNIVERSITY,2011-04-29,public,"fastq,sra",ncbi,ncbi.public,9.75,SRX13086754,Greenland,North America,"Greenland: 1E\, Qagssit",4.905,Illumina HiSeq 2500,62.29 N 49.55 W,113,PAA2011_854_14247X108_3_se,SINGLE,RANDOM,GENOMIC,0.41,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,PAA2011_854,female,AJ,SRP345309,8,not collected,not applicable,fin clips,2,16.25
SRR16894162,not collected,WGS,302,479266752,PRJNA779096,SAMN23011749,Model organism or animal,224877065,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,2.42,SRX13086753,Greenland,North America,"Greenland: 1B\, Ikertoq",0.808,NextSeq 500,66.91 N 52.31 W,65,IKE2011_966_55095_7_pe,PAIRED,RANDOM,GENOMIC,0.26,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_966,female,AJ,SRP345309,13,not collected,not applicable,fin clips,4,3.646
SRR16894163,not collected,WGS,125,815052750,PRJNA779096,SAMN23011768,Model organism or animal,376366336,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,1.13,SRX13086752,Greenland,North America,"Greenland: 1B\, Itivdleq",0.08,Illumina HiSeq 2500,66.5 N 53.23 W,51,ITV2011_676_14247X107_3_se,SINGLE,RANDOM,GENOMIC,0.045,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_676,male,AJ,SRP345309,10,not collected,not applicable,fin clips,4,1.315
SRR16894164,not collected,WGS,125,786291500,PRJNA779096,SAMN23011826,Model organism or animal,385324158,CORNELL UNIVERSITY,2011-04-29,public,"fastq,sra",ncbi,ncbi.public,0.826,SRX13086751,Greenland,North America,"Greenland: 1E\, Nerutussoq",0.004,Illumina HiSeq 2500,62.15 N 49.65 W,50,PAA2011_826_14247X104_3_se,SINGLE,RANDOM,GENOMIC,0.018,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,PAA2011_826,female,AJ,SRP345309,6,not collected,not applicable,fin clips,2,0.926
SRR16894165,not collected,WGS,125,609663625,PRJNA779096,SAMN23011767,Model organism or animal,288161288,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,1.185,SRX13086750,Greenland,North America,"Greenland: 1B\, Itivdleq",0.085,Illumina HiSeq 2500,66.5 N 53.23 W,51,ITV2011_674_14247X103_3_se,SINGLE,RANDOM,GENOMIC,0.065,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_674,male,AJ,SRP345309,10,not collected,not applicable,fin clips,4,1.42
SRR16894166,not collected,WGS,125,466724625,PRJNA779096,SAMN23011748,Model organism or animal,228631452,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,1.224,SRX13086749,Greenland,North America,"Greenland: 1B\, Ikertoq",0.086,Illumina HiSeq 2500,66.91 N 52.31 W,51,IKE2011_032_14247X101_3_se,SINGLE,RANDOM,GENOMIC,0.122,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_032,female,AJ,SRP345309,13,not collected,not applicable,fin clips,4,1.526
SRR16894167,not collected,WGS,125,577172875,PRJNA779096,SAMN23011825,Model organism or animal,284094012,CORNELL UNIVERSITY,2011-04-29,public,"fastq,sra",ncbi,ncbi.public,1.556,SRX13086748,Greenland,North America,"Greenland: 1E\, Nerutussoq",0.01,Illumina HiSeq 2500,62.15 N 49.65 W,58,PAA2011_824_14247X100_3_se,SINGLE,RANDOM,GENOMIC,0.042,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,PAA2011_824,female,AJ,SRP345309,6,not collected,not applicable,fin clips,2,1.744
SRR16894168,not collected,WGS,302,291203802,PRJNA779096,SAMN23011846,Model organism or animal,136493128,CORNELL UNIVERSITY,2011-05-17,public,"fastq,sra",ncbi,ncbi.public,1.31,SRX13086747,Greenland,North America,"Greenland: 1B\, Qeqertalik",0.124,NextSeq 500,66.83 N 52.66 W,52,QQL2011_892_55239_7_pe,PAIRED,RANDOM,GENOMIC,0.072,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,QQL2011_892,male,AJ,SRP345309,12,not collected,not applicable,fin clips,4,1.712
SRR16894169,not collected,WGS,302,499336766,PRJNA779096,SAMN23011776,Model organism or animal,233157824,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,1.562,SRX13086746,Greenland,North America,"Greenland: 1B\, Itivdleq",0.172,NextSeq 500,66.5 N 53.23 W,55,ITV2011_782_55236_7_pe,PAIRED,RANDOM,GENOMIC,0.134,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_782,female,AJ,SRP345309,10,not collected,not applicable,fin clips,4,1.976
SRR16894170,5,WGS,302,546059186,PRJNA779096,SAMN23011730,Model organism or animal,254363971,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,1.284,SRX13086745,Greenland,North America,Greenland: Buksefjord,0.096,NextSeq 500,63.76 N 51.3 W,53,BUK2011_015_55230_7_pe,PAIRED,RANDOM,GENOMIC,0.076,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_015,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.542
SRR16894171,not collected,WGS,302,402163132,PRJNA779096,SAMN23011845,Model organism or animal,190101086,CORNELL UNIVERSITY,2011-05-17,public,"fastq,sra",ncbi,ncbi.public,1.51,SRX13086744,Greenland,North America,"Greenland: 1B\, Qeqertalik",0.118,NextSeq 500,66.83 N 52.66 W,57,QQL2011_888_55216_7_pe,PAIRED,RANDOM,GENOMIC,0.084,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,QQL2011_888,male,AJ,SRP345309,12,not collected,not applicable,fin clips,4,1.896
SRR16894172,not collected,WGS,302,326404016,PRJNA779096,SAMN23011775,Model organism or animal,154046309,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,1.632,SRX13086743,Greenland,North America,"Greenland: 1B\, Itivdleq",0.214,NextSeq 500,66.5 N 53.23 W,58,ITV2011_722_55214_7_pe,PAIRED,RANDOM,GENOMIC,0.102,5,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_722,female,AJ,SRP345309,10,not collected,not applicable,fin clips,4,2.068
SRR16894173,not collected,WGS,302,569427040,PRJNA779096,SAMN23011800,Model organism or animal,263424640,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.1,SRX13086742,Greenland,North America,"Greenland: 1C\, Kangia",0.07,NextSeq 500,65.29 N 52.02 W,52,KNG2011_433_55093_7_pe,PAIRED,RANDOM,GENOMIC,0.028,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_433,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.278
SRR16894174,not collected,WGS,302,411474698,PRJNA779096,SAMN23011844,Model organism or animal,193537620,CORNELL UNIVERSITY,2011-05-17,public,"fastq,sra",ncbi,ncbi.public,1.314,SRX13086741,Greenland,North America,"Greenland: 1B\, Qeqertalik",0.294,NextSeq 500,66.83 N 52.66 W,53,QQL2011_886_55196_7_pe,PAIRED,RANDOM,GENOMIC,0.086,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,QQL2011_886,female,AJ,SRP345309,12,not collected,not applicable,fin clips,4,1.772
SRR16894175,not collected,WGS,302,296425080,PRJNA779096,SAMN23011774,Model organism or animal,140101731,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,3.712,SRX13086740,Greenland,North America,"Greenland: 1B\, Itivdleq",1.594,NextSeq 500,66.5 N 53.23 W,80,ITV2011_714_55194_7_pe,PAIRED,RANDOM,GENOMIC,0.212,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_714,female,AJ,SRP345309,10,not collected,not applicable,fin clips,4,6.09
SRR16894176,not collected,WGS,302,285131790,PRJNA779096,SAMN23011823,Model organism or animal,133836763,CORNELL UNIVERSITY,2011-04-29,public,"fastq,sra",ncbi,ncbi.public,1.554,SRX13086739,Greenland,North America,"Greenland: 1E\, Kangerdluarssukasik",0.01,NextSeq 500,61.94 N 49.53 W,61,PAA2011_728_55151_7_pe,PAIRED,RANDOM,GENOMIC,0.05,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,PAA2011_728,female,AJ,SRP345309,5,not collected,not applicable,fin clips,2,1.754
SRR16894177,not collected,WGS,302,285525598,PRJNA779096,SAMN23011757,Model organism or animal,135247327,CORNELL UNIVERSITY,2011-05-16,public,"fastq,sra",ncbi,ncbi.public,1.05,SRX13086738,Greenland,North America,"Greenland: 1B\, Itivdleq",0.112,NextSeq 500,66.5 N 53.23 W,51,ITV2011_628_55150_7_pe,PAIRED,RANDOM,GENOMIC,0.046,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,ITV2011_628,male,AJ,SRP345309,10,not collected,not applicable,fin clips,4,1.294
SRR16894178,not collected,WGS,302,455567906,PRJNA779096,SAMN23011754,Model organism or animal,215557836,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,1.352,SRX13086737,Greenland,North America,"Greenland: 1B\, Ikertoq",0.098,NextSeq 500,66.91 N 52.31 W,53,IKE2011_984_55148_7_pe,PAIRED,RANDOM,GENOMIC,0.134,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_984,male,AJ,SRP345309,13,not collected,not applicable,fin clips,4,1.752
SRR16894179,not collected,WGS,302,515110830,PRJNA779096,SAMN23011805,Model organism or animal,240251894,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.734,SRX13086736,Greenland,North America,"Greenland: 1C\, Kangia",0.528,NextSeq 500,65.29 N 52.02 W,59,KNG2011_489_55146_7_pe,PAIRED,RANDOM,GENOMIC,0.082,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_489,female,AJ,SRP345309,8,not collected,not applicable,fin clips,4,2.474
SRR16894180,not collected,WGS,302,1236551080,PRJNA779096,SAMN23011872,Model organism or animal,569557518,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,4.27,SRX13086735,Greenland,North America,Greenland: Uummannaq,0.055,NextSeq 500,not collected,78,UUM2010_098_55145_7_pe,PAIRED,RANDOM,GENOMIC,0.41,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_098,male,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,4.95
SRR16894181,not collected,WGS,302,1197591570,PRJNA779096,SAMN23011865,Model organism or animal,555528128,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,2.95,SRX13086734,Greenland,North America,Greenland: Uummannaq,0.0883,NextSeq 500,not collected,76,UUM2010_075_55144_7_pe,PAIRED,RANDOM,GENOMIC,0.314,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_075,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,3.72
SRR16894182,not collected,WGS,302,435807442,PRJNA779096,SAMN23011780,Model organism or animal,203432604,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.632,SRX13086733,Greenland,North America,"Greenland: 1C\, Kangia",0.106,NextSeq 500,65.29 N 52.02 W,57,KNG2011_379_55089_7_pe,PAIRED,RANDOM,GENOMIC,0.066,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_379,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.994
SRR16894183,5,WGS,302,539862750,PRJNA779096,SAMN23011738,Model organism or animal,252237695,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,1.225,SRX13086732,Greenland,North America,Greenland: Buksefjord,0.13,NextSeq 500,63.76 N 51.3 W,57,BUK2011_048_55143_7_pe,PAIRED,RANDOM,GENOMIC,0.02,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_048,male,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.425
SRR16894184,5,WGS,302,1110365816,PRJNA779096,SAMN23011807,Model organism or animal,511633946,CORNELL UNIVERSITY,2008-02-03,public,"fastq,sra",ncbi,ncbi.public,1.18,SRX13086731,Greenland,North America,Greenland: Narsaq,0.1059,NextSeq 500,60.89 N 46.56 W,52,NAR2008_001_55142_7_pe,PAIRED,RANDOM,GENOMIC,0.0507,4,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,NAR2008_001,male,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.44
SRR16894185,not collected,WGS,302,529096752,PRJNA779096,SAMN23011778,Model organism or animal,246052925,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,2.09,SRX13086730,Greenland,North America,"Greenland: 1C\, Kangia",0.232,NextSeq 500,65.29 N 52.02 W,64,KNG2011_375_55141_7_pe,PAIRED,RANDOM,GENOMIC,0.058,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_375,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,2.526
SRR16894186,not collected,WGS,302,242406642,PRJNA779096,SAMN23011822,Model organism or animal,113504392,CORNELL UNIVERSITY,2011-04-29,public,"fastq,sra",ncbi,ncbi.public,1.334,SRX13086729,Greenland,North America,"Greenland: 1E\, Kangerdluarssukasik",0.01,NextSeq 500,61.94 N 49.53 W,58,PAA2011_708_55139_7_pe,PAIRED,RANDOM,GENOMIC,0.054,3,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,PAA2011_708,female,AJ,SRP345309,5,not collected,not applicable,fin clips,2,1.508
SRR16894187,not collected,WGS,302,274787988,PRJNA779096,SAMN23011753,Model organism or animal,130010211,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,1.396,SRX13086728,Greenland,North America,"Greenland: 1B\, Ikertoq",0.08,NextSeq 500,66.91 N 52.31 W,51,IKE2011_978_55137_7_pe,PAIRED,RANDOM,GENOMIC,0.142,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_978,male,AJ,SRP345309,13,not collected,not applicable,fin clips,4,1.792
SRR16894188,not collected,WGS,302,569202956,PRJNA779096,SAMN23011804,Model organism or animal,264726586,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,2.56,SRX13086727,Greenland,North America,"Greenland: 1C\, Kangia",0.206,NextSeq 500,65.29 N 52.02 W,71,KNG2011_441_55134_7_pe,PAIRED,RANDOM,GENOMIC,0.094,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_441,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,3.05
SRR16894189,not collected,WGS,302,508033762,PRJNA779096,SAMN23011871,Model organism or animal,235791302,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,3.44,SRX13086726,Greenland,North America,Greenland: Uummannaq,0.0799,NextSeq 500,not collected,77,UUM2010_096_55133_7_pe,PAIRED,RANDOM,GENOMIC,0.264,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_096,male,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,4.3
SRR16894190,not collected,WGS,302,944337994,PRJNA779096,SAMN23011864,Model organism or animal,436939507,CORNELL UNIVERSITY,2010-05-12,public,"fastq,sra",ncbi,ncbi.public,4.16,SRX13086725,Greenland,North America,Greenland: Uummannaq,0.0992,NextSeq 500,not collected,81,UUM2010_073_55132_7_pe,PAIRED,RANDOM,GENOMIC,0.54,8,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,UUM2010_073,female,not collected,SRP345309,not collected,not collected,not applicable,fin clips,not collected,5.1
SRR16894191,not collected,WGS,302,481177808,PRJNA779096,SAMN23011744,Model organism or animal,222707130,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,0.945,SRX13086724,Greenland,North America,Greenland: Buksefjord,0.37,NextSeq 500,63.76 N 51.3 W,49,BUK2011_060_55131_7_pe,PAIRED,RANDOM,GENOMIC,0.055,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_060,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.47
SRR16894192,5,WGS,302,298928962,PRJNA779096,SAMN23011737,Model organism or animal,139901335,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,0.998,SRX13086723,Greenland,North America,Greenland: Buksefjord,0.06,NextSeq 500,63.76 N 51.3 W,49,BUK2011_045_55130_7_pe,PAIRED,RANDOM,GENOMIC,0.044,7,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_045,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.188
SRR16894193,5,WGS,302,296292502,PRJNA779096,SAMN23011732,Model organism or animal,137590301,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,1.036,SRX13086722,Greenland,North America,Greenland: Buksefjord,0.16,NextSeq 500,63.76 N 51.3 W,50,BUK2011_018_55088_7_pe,PAIRED,RANDOM,GENOMIC,0.058,4,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_018,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.31
SRR16894194,not collected,WGS,302,512952134,PRJNA779096,SAMN23011777,Model organism or animal,238923109,CORNELL UNIVERSITY,2011-05-15,public,"fastq,sra",ncbi,ncbi.public,1.244,SRX13086721,Greenland,North America,"Greenland: 1C\, Kangia",0.154,NextSeq 500,65.29 N 52.02 W,54,KNG2011_373_55129_7_pe,PAIRED,RANDOM,GENOMIC,0.046,6,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,KNG2011_373,male,AJ,SRP345309,8,not collected,not applicable,fin clips,4,1.552
SRR16894195,5,WGS,302,1994707584,PRJNA779096,SAMN23011728,Model organism or animal,912736666,CORNELL UNIVERSITY,2011-05-10,public,"fastq,sra",ncbi,ncbi.public,0.954,SRX13086720,Greenland,North America,Greenland: Buksefjord,0.162,NextSeq 500,63.76 N 51.3 W,50,BUK2011_010_55128_7_pe,PAIRED,RANDOM,GENOMIC,0.052,5,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,BUK2011_010,female,not collected,SRP345309,not collected,96% Ethanol,not applicable,fin clips,not collected,1.244
SRR16894196,not collected,WGS,302,311801108,PRJNA779096,SAMN23011752,Model organism or animal,147669110,CORNELL UNIVERSITY,2011-05-18,public,"fastq,sra",ncbi,ncbi.public,1.534,SRX13086719,Greenland,North America,"Greenland: 1B\, Ikertoq",0.268,NextSeq 500,66.91 N 52.31 W,56,IKE2011_976_55124_7_pe,PAIRED,RANDOM,GENOMIC,0.264,5,Gadus morhua,ILLUMINA,2021-11-09T00:00:00Z,IKE2011_976,female,AJ,SRP345309,13,not collected,not applicable,fin clips,4,2.274
